ARTWORK_TITLE,ARTIST,YEAR,MEDIUM,TYPE,DIMENSION,SUPPORT,FRAME,SIGNATURE,AUTHENTICITY,ABOUT,IMAGE_LOC,SElLER_ID,ARTWORK_ID
"Bill Board 1","Marian Williams",2018,Painting,"Unique work","120 x 120 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionEnlarged image from one of my small collage compositions.
The image is mirror printed and transferred on canvas. Pixels are accentuated with acrylic paint and spray paint.
The flower patterns are transfers from authentic magazines from the 1950's.
        

        Read more",NULL,1,888
"Digitus Medius","Marian Williams",2016,Painting,"Unique work","116 x 89 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionDigitus Medius is a mixture of paint, transfers and collage.
The face is a paper collage, some edges are torn and not entirely glued in order to obtain a fragile aspect.
        

        Read more",NULL,1,889
"Womanoïds 1","Marian Williams",2017,Painting,"Unique work","120 x 120 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition'Womanoids 1' is a very mixed media composition on canvas.
Paint is mixed with paper collage, 3D elements and ink transfer.
A group portrait of 3 robotic women are holding their breast proudly.
The breast have 3D inflatable plastic valves.
The eyes are 3D vintage recording tapes.
        

        Read more",NULL,1,890
"Magdalena's Eyes ","Marian Williams",2019,Painting,"Unique work","100 x 81 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionMagdalena's Eyes is a mixed media composition on canvas.

The transfer collage of Andrea Vaccaro's baroque artwork of Saint Mary Magdalene is finished with oil paint.

Product Placement:
The Choco ad is a vintage paper collage added to the painting.

The tattoo is added as a transfer over the oil paint.
        

        Read more",NULL,1,891
"Agatha's Eyes","Marian Williams",2019,Painting,"Unique work","100 x 81 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionAgatha's Eyes is a mixed media composition on canvas.

The transfer collage of Andrea Vaccaro's baroque artwork of Saint Agatha is finished with oil paint.

Product Placement:
The Nescafe ad is a vintage paper collage added to the painting.

The tattoo is added as a transfer over the oil paint.
        

        Read more",NULL,1,892
"Red Ball","Marian Williams",2013,Painting,"Unique work","100 x 100 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionMixed media composition on canvas. 
The background is the ink print of original vintage magazines. 
Images are from vintage magazines and books.
        

        Read more",NULL,1,893
Scales,"Marian Williams",2014,Painting,"Unique work","40 x 40 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Beige wood floater frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition"Scales” is a surrealistic mixed media composition from a portrait series in which faces are replaced by objects.

At the base of this composition is the portrait of Nathalie Wood. 
The face is replaced by blue scales.
        

        Read more",NULL,1,894
"Rehab 2","Marian Williams",2015,Painting,"Unique work","100 x 100 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionRehab 2 is an homage to Amy Winehouse. 
Mixed media composition on 100 x 100 cm canvas, acrylic paint, glue and paper.
        

        Read more",NULL,1,895
"Let's Face it... Refugees","Marian Williams",2016,Painting,"Unique work","120 x 120 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionIn the series 'Let's Face it', this work is called 'Refugees'.
The faces and hands are printed material.
        

        Read more",NULL,1,896
"Rehab 1","Marian Williams",2015,Painting,"Unique work","100 x 100 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionRehab 1 is an homage to Amy Winehouse. 
Mixed media composition on 100 x 100 cm canvas, acrylic paint, glue and paper. 
This work was selected for the 'Salon des Beaux Arts' 2015, Salles du Carousel du Louvre, Paris.
        

        Read more",NULL,1,897
"The Bride","Marian Williams",2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,898
"Drive -In","Marian Williams",2014,Painting,"Unique work","40 x 40 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Beige wood floater frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition'Drive-In' is a composition built up from 4 small panels, each 20 x 20 cm.
The image represents two women modelling a car.
Images are from authentic vintage magazines.
        

        Read more",NULL,1,899
"Abstract Models","Marian Williams",2018,Painting,"Unique work","116 x 89 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition'Abstract Models' is a mixed media composition on canvas.
The models are illustrations from vintage magazines, they are placed on an abstract futuristic background.
        

        Read more",NULL,1,900
"Tash 4","Marian Williams",2014,Painting,"Unique work","40 x 40 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Beige wood floater frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition'Tash 4', is a composition from the Tash series.
Each work of this series features a portrait of Marilyn Monroe wearing a moustache.
The series was made as part of International Women's Day 2014.
        

        Read more",NULL,1,901
"Marvel Heroes 3","Marian Williams",2018,Painting,"Unique work","30 x 30 x 0.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Beige wood floater frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFrom the Series 'Marvel Heroes', Marvel cartoon figures on pastel coloured back grounds.
Images are from authentic vintage books.
Collages of 30x30 cm can be assembled as mosaic on canvas (see photo 2).

Delivered with a natural unvarnished wood box frame.
        

        Read more",NULL,1,902
"Valentine 15","Marian Williams",2019,Painting,"Unique work","20 x 20 x 0.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFrom the series 'Valentine'.
Romantic special gifts on small format.
The faceless characters give the works of the series a surrealist side.

( The artwork is delivered with Velcro for framing.
The frame is INCLUDED free of charge for orders within the European Union.)
        

        Read more",NULL,1,903
Floating,"Marian Williams",2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,904
"Small Girl, Big World","Marian Williams",2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,905
"Valentine 1","Marian Williams",2019,Painting,"Unique work","20 x 20 x 0.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFrom the series 'Valentine'.
Romantic special gifts on small format.
The faceless characters give the works of the series a surrealist side.

( The artwork is delivered with Velcro for framing.
The frame is INCLUDED free of charge for orders within the European Union.)
        

        Read more",NULL,1,906
"Valentine 4","Marian Williams",2019,Painting,"Unique work","20 x 20 x 0.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFrom the series 'Valentine'.
Romantic special gifts on small format.
The faceless characters give the works of the series a surrealist side.

( The artwork is delivered with Velcro for framing.
The frame is INCLUDED free of charge for orders within the European Union.)
        

        Read more",NULL,1,907
"Valentine 5","Marian Williams",2019,Painting,"Unique work","20 x 20 x 0.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFrom the series 'Valentine'.
Romantic special gifts on small format.
'The Iron Roses' are not a rock band but a beautiful and useful gift.

( The artwork is delivered with Velcro for framing.
The frame is INCLUDED free of charge for orders within the European Union.)
        

        Read more",NULL,1,908
